Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3543,3560,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3549,3566,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,12973,12990,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,22692,22709,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,17874,17891,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,17880,17897,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,44573,44590,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,48542,48559,Genomic
Homo sapiens,MX1,ENST00000398598,IRF3,+,787,804,Transcript
Homo sapiens,OASL,ENSG00000135114,IRF3,+,10942,10959,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,18462,18479,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,20420,20437,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,2700,2717,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,15550,15567,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,15991,16008,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,-,2218,2235,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,-,2995,3012,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,-,6156,6173,Genomic
Homo sapiens,GBP4,ENST00000355754,IRF3,+,1755,1772,Transcript
Homo sapiens,CMPK2,ENSG00000134326,IRF3,+,13850,13867,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,+,14248,14265,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,+,15478,15495,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,+,19012,19029,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,-,111,128,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,-,117,134,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,-,1418,1435,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,-,3819,3836,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,-,15996,16013,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,-,18992,19009,Genomic
Homo sapiens,CMPK2,ENST00000256722,IRF3,-,91,108,Transcript
Homo sapiens,IFI44L,ENSG00000137959,IRF3,+,11571,11588,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,-,3440,3457,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,-,3531,3548,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,-,6274,6291,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,-,7415,7432,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF3,-,24442,24459,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,1898,1915,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,6306,6323,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,19962,19979,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,40421,40438,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,+,47637,47654,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,3533,3550,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,3567,3584,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,3580,3597,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,8121,8138,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,8127,8144,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,8170,8187,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,8176,8193,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,2857,2874,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,2989,3006,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,3563,3580,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,3944,3961,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,5619,5636,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,7142,7159,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,19151,19168,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,23673,23690,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF3,+,4088,4105,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF3,+,21083,21100,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF3,+,31727,31744,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF3,-,11330,11347,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF3,-,12456,12473,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,3216,3233,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,5885,5902,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,13462,13479,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,16124,16141,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,30008,30025,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,30014,30031,Genomic
Homo sapiens,USP18,ENST00000215794,IRF3,-,1311,1328,Transcript
Homo sapiens,USP18,ENST00000215794,IRF3,-,1317,1334,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,379,396,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,2973,2990,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,7188,7205,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,37444,37461,Genomic
